ID,District_Name,District_Hospital_Name,CHCs,Month,Patient_Registration_%,Appointment_Utilization_%,OPD_Growth_%,Bed_Occupancy_%,Pharmacy_Fulfillment_%,Lab_TAT_Hours,Radiology_Utilization_%,OPD_Billing_Accuracy_%,IPD_Discharge_Summary_%,OT_Utilization_%,Surgery_Success_%,Emergency_Response_Min,Staff_Attendance_%,Claim_Settlement_%,Patient_Satisfaction_%,Ambulance_Response_Min,Consultancy Type,% Patient having ABHA ID,HFR_Registred,Time for Initial Assessment of Indoor Patients (min),% of Unplanned Return to OT,Mortality Ratio for ICU (%),Return to ICU within 48 hrs (%),TAT for the Issue of Blood (min),Ambulance Utilization Rate (%),Ambulance Medication/Equipment Availability (%)
HR25F1278,Karnal,Kalpana Chawala Medical College,Nigdu,01-11-2025,92,71.8,14,33.8,82,7.3,90,90,71,78.1,98,11,99,62,49.2,19,New,71.3,No,60,3,0,3,75,25.6,61.3
HR25F1279,Karnal,Kalpana Chawala Medical College,Sambhli,01-11-2025,65,76.7,8,41.5,79,4.3,83,98,95,30,87,6,83,92,80.3,11,New,35.3,No,36,1,1,4,28,59.9,65
HR25F1280,Karnal,Kalpana Chawala Medical College,Padha,01-11-2025,41,93.8,6,68.2,98,6.3,31,81,78,53.4,85,15,75,73,52.8,16,Online,67.3,Yes,49,1,1,3,22,67,58.8
HR25F1281,Kurukshetra,Kurukshetra-DH,Pehowa,01-11-2025,89,88.9,6,68.2,91,5.2,40,86,78,52.1,85,15,99,70,63.8,14.5,New,80.7,Yes,22,5,3,1,54,44.5,66.3
HR25F1282,Kurukshetra,Kurukshetra-DH,Ladwa,01-11-2025,57.5,68.1,2,47.8,100,4.8,75,82,90,71.6,98,16,80,82,49.2,11,New,62,No,26,4,2,4,19,51.6,66.3
HR25F1283,Kurukshetra,Kurukshetra-DH,Mathana,01-11-2025,84.5,74.2,2,77.1,78,9.4,81,99,70,61.2,92,24,80,84,63.8,17.5,New,58,No,25,0,3,1,55,49.3,72.5
HR25F1284,Kurukshetra,Kurukshetra-DH,Jhansa,01-11-2025,48.5,75.4,4,82.2,95,6.4,38,89,89,50.8,85,25,86,73,78.5,17,New,42,Yes,33,3,0,4,76,67,55
HR25F1285,Kurukshetra,Kurukshetra-DH,Barana,01-11-2025,92,52.2,1,42.7,74,6.6,69,90,90,32.6,99,12,100,60,85.8,17,Online,66,No,27,4,3,0,49,59.9,55
HR25F1286,Kurukshetra,Kurukshetra-DH,Babain,01-11-2025,47,63.2,10,87.3,85,7.4,88,100,85,48.2,85,30,87,84,93.2,17,New,56.7,Yes,48,0,2,1,61,67,61.3
HR25F1287,Mahendragarh,Mahendragarh-DH,Ateli,01-11-2025,65,74.2,2,75.8,97,3.8,84,87,77,89.8,94,9,80,85,52.8,10,Follow-up,78,Yes,48,0,2,2,10,16.2,47.5
HR25F1288,Mahendragarh,Mahendragarh-DH,Nangal‑sirohi,01-11-2025,60.5,90.1,13,42.7,77,8.3,51,92,88,46.9,96,26,78,69,84,15.5,New,55.3,Yes,43,0,0,2,83,49.3,42.5
HR25F1289,Mahendragarh,Mahendragarh-DH,Nangal‑chaudhry,01-11-2025,56,73,15,92.4,72,3.0,46,90,72,53.4,95,12,82,72,62,10,Follow-up,80.7,Yes,54,1,3,1,76,23.3,42.5
HR25F1290,Mahendragarh,Mahendragarh-DH,Satnali,01-11-2025,50,86.4,5,77.1,83,4.8,60,99,74,43,85,20,86,81,63.8,15,Online,52.7,No,20,0,0,1,29,80,81.3
HR25F1291,Mahendragarh,Mahendragarh-DH,Sehlang,01-11-2025,71,68.1,2,58,88,5.2,80,80,72,37.8,94,24,88,76,52.8,18,New,58,No,59,3,2,3,60,58.7,65
HR25F1292,Mahendragarh,Mahendragarh-DH,Dochana,01-11-2025,65,88.9,10,41.5,98,6.6,69,93,82,66.4,92,27,93,91,73,12,Online,54,Yes,26,1,1,4,10,76.5,52.5
HR25F1293,Mewat,SHKM‑Medical College,Ferozepur Zhirka,01-11-2025,75.5,87.7,1,64.4,96,6.1,59,82,87,58.6,100,20,78,68,80.3,18.5,New,59.3,Yes,54,3,3,0,30,56.4,55
HR25F1294,Mewat,SHKM‑Medical College,Punhana,01-11-2025,65,64.4,9,80.9,94,5.6,45,98,93,62.5,92,12,80,83,56.5,11,Follow-up,86,Yes,37,5,2,2,88,80,67.5
HR25F1295,Mewat,SHKM‑Medical College,Tauru,01-11-2025,62,58.3,3,84.7,72,5.8,87,100,88,87.2,88,25,85,88,63.8,18.5,Online,80.7,No,40,3,1,3,87,68.2,48.8
HR25F1296,Palwal,Palwal-DH,Aurangabad,01-11-2025,59,95,3,60.5,91,4.4,31,88,84,63.8,93,25,94,86,85.8,12,Telemedicine,31.3,Yes,10,3,3,1,10,78.8,51.3
HR25F1297,Palwal,Palwal-DH,Hathin,01-11-2025,62,57.1,11,63.1,94,3.7,73,83,100,62.5,94,10,97,78,85.8,19.5,New,75.3,No,48,0,2,4,15,43.4,42.5
HR25F1298,Palwal,Palwal-DH,Sondhad,01-11-2025,41,70.6,3,52.9,86,6.9,46,81,99,46.9,89,12,85,86,85.8,15,New,90,Yes,36,5,0,4,19,19.7,42.5
HR25F1299,Palwal,Palwal-DH,Alawalpur,01-11-2025,77,55.9,10,100,81,6.8,79,87,82,36.5,87,27,81,84,73,11,New,90,No,47,0,3,1,30,49.3,90
HR25F1300,Palwal,Palwal-DH,Dudhola,01-11-2025,68,49.8,5,45.3,71,8.0,39,83,71,80.7,89,28,98,75,91.3,18.5,New,78,Yes,60,0,1,0,85,23.3,88.8
HR25F1301,Panchkula,Panchkula-DH,Raipurrani,01-11-2025,68,47.3,3,56.7,77,4.7,86,83,89,92.4,85,25,80,94,54.7,10,New,31.3,Yes,47,2,3,4,19,61.1,50
HR25F1302,Panchkula,Panchkula-DH,Nanakpur,01-11-2025,81.5,44.9,13,51.6,82,6.8,62,90,83,69,87,12,83,74,51,19.5,New,62,No,33,0,2,4,82,71.7,70
HR25F1303,Panchkula,Panchkula-DH,Morni,01-11-2025,56,71.8,1,41.5,73,5.4,62,96,85,67.7,96,6,96,71,93.2,19.5,Follow-up,79.3,No,44,0,1,4,77,48.1,72.5
HR25F1304,Panipat,Panipat-DH,Ahar,01-11-2025,39.5,70.6,0,77.1,71,7.5,90,88,71,95,98,12,100,84,74.8,16,Telemedicine,30,No,59,1,2,3,37,50.5,53.8
HR25F1305,Panipat,Panipat-DH,Dadlana,01-11-2025,75.5,44.9,14,36.4,72,7.2,56,97,70,66.4,95,28,89,60,65.7,14,New,30,Yes,26,5,0,3,90,77.6,58.8
HR25F1306,Panipat,Panipat-DH,Bapoli,01-11-2025,92,88.9,11,44,76,6.1,73,85,89,61.2,99,7,76,91,93.2,16.5,Telemedicine,46,No,23,1,2,1,37,16.2,68.8
HR25F1307,Panipat,Panipat-DH,Mathloda,01-11-2025,39.5,47.3,5,37.6,90,5.3,84,94,76,53.4,94,23,98,74,49.2,19,Online,64.7,Yes,38,3,0,2,12,30.4,47.5
HR25F1308,Panipat,Panipat-DH,Naultha,01-11-2025,65,43.7,2,70.7,73,7.1,90,81,78,74.2,100,22,83,62,49.2,10,Online,32.7,No,18,0,2,3,72,44.5,70
HR25F1309,Panipat,Panipat-DH,Naraina,01-11-2025,84.5,81.6,7,31.3,82,6.7,53,86,81,95,98,28,81,62,91.3,18,Telemedicine,51.3,No,60,2,1,1,25,24.5,73.8
HR25F1310,Panipat,Panipat-DH,Khotpura,01-11-2025,59,49.8,13,38.9,76,4.8,76,99,86,54.7,86,9,81,66,49.2,16.5,Online,82,No,17,3,1,2,51,43.4,53.8
HR25F1311,Rewari,Rewari-DH,Gurawara,01-11-2025,47,77.9,7,97.5,95,3.9,79,95,100,88.5,85,7,97,83,93.2,14.5,Online,54,Yes,60,3,2,2,31,59.9,70
HR25F1312,Rewari,Rewari-DH,Bawal,01-11-2025,92,41.2,11,89.8,72,5.4,77,93,90,80.7,100,13,93,82,49.2,16.5,Follow-up,86,Yes,50,3,1,1,11,50.5,43.8
HR25F1313,Rewari,Rewari-DH,Nahar,01-11-2025,62,48.6,3,97.5,75,7.9,72,81,75,54.7,86,5,93,61,91.3,12.5,Follow-up,67.3,No,18,3,0,0,20,46.9,63.8
HR25F1314,Rewari,Rewari-DH,Mirpur,01-11-2025,41,82.8,14,91.1,90,7.4,33,96,76,78.1,94,27,75,88,43.7,14,Telemedicine,51.3,No,14,1,1,2,31,70.5,76.3
HR25F1315,Rewari,Rewari-DH,Khol,01-11-2025,90.5,74.2,1,51.6,89,4.3,36,90,87,87.2,91,7,90,61,76.7,12.5,New,88.7,No,58,4,1,0,36,41,45
HR25F1316,Rohtak,Rohtak-DH,Kahanaur,01-11-2025,57.5,90.1,1,92.4,88,4.2,51,88,93,84.6,88,8,83,82,62,11.5,New,50,No,52,4,3,3,15,80,45
HR25F1317,Rohtak,Rohtak-DH,Sampla Kiloi,01-11-2025,42.5,54.7,5,51.6,94,7.6,61,92,98,53.4,86,12,87,90,69.3,17.5,Online,64.7,Yes,40,0,0,4,54,59.9,60
HR25F1318,Rohtak,Rohtak-DH,Chiri,01-11-2025,36.5,42.4,4,30,70,4.2,70,94,80,54.7,96,11,94,61,40,15.5,Follow-up,62,Yes,45,3,2,0,67,50.5,61.3
HR25F1319,Rohtak,Rohtak-DH,Madina,01-11-2025,36.5,71.8,1,32.5,87,6.5,65,98,79,43,89,30,96,66,45.5,13.5,Online,59.3,Yes,33,3,2,3,25,33.9,85
HR25F1320,Rohtak,Rohtak-DH,Lakhan Majra,01-11-2025,54.5,95,9,80.9,88,5.0,68,80,99,67.7,99,5,79,81,58.3,13.5,New,82,No,37,5,3,0,44,33.9,40
HR25F1321,Sirsa,Sirsa-DH,Rania,01-11-2025,45.5,46.1,4,93.6,100,8.0,86,93,82,93.7,96,21,98,78,85.8,15,Follow-up,35.3,No,56,0,2,4,39,77.6,42.5
HR25F1322,Sirsa,Sirsa-DH,Odhan,01-11-2025,48.5,57.1,13,70.7,71,4.8,57,88,77,30,85,11,80,84,80.3,16,New,71.3,Yes,56,5,1,0,31,76.5,40
HR25F1323,Sirsa,Sirsa-DH,Bara‑Gudda,01-11-2025,83,41.2,2,37.6,94,7.4,43,93,81,53.4,88,17,100,62,78.5,17,Telemedicine,86,Yes,59,4,2,4,49,35.1,87.5
HR25F1324,Sirsa,Sirsa-DH,Kalanwali,01-11-2025,90.5,71.8,6,30,84,6.1,46,82,82,49.5,99,10,90,92,62,12.5,New,79.3,No,42,1,3,3,76,74.1,88.8
HR25F1325,Sirsa,Sirsa-DH,Nathusari‑Chopta,01-11-2025,42.5,64.4,9,58,79,6.2,51,88,80,45.6,87,19,95,68,93.2,10,Online,60.7,No,29,2,2,0,75,46.9,62.5
HR25F1326,Sirsa,Sirsa-DH,Madhosinghana,01-11-2025,72.5,55.9,6,93.6,99,3.1,39,98,95,59.9,99,14,100,93,60.2,10.5,New,87.3,Yes,58,5,3,0,85,74.1,50
HR25F1327,Sirsa,Sirsa-DH,Chautala,01-11-2025,66.5,79.1,8,56.7,99,3.0,87,96,98,35.2,90,24,98,63,82.2,20,New,55.3,No,29,2,1,1,24,17.4,43.8
HR25F1328,Sonipat,Sonipat-DH,Kharkhauda,01-11-2025,71,86.4,10,88.5,96,5.5,61,94,86,75.5,86,18,96,95,49.2,19,New,84.7,No,18,5,2,2,60,56.4,72.5
HR25F1329,Sonipat,Sonipat-DH,Badkhalsa,01-11-2025,80,44.9,2,91.1,93,6.2,78,82,95,91.1,92,28,94,91,69.3,18.5,New,79.3,No,15,4,1,4,43,61.1,56.3
HR25F1330,Sonipat,Sonipat-DH,Ganaur,01-11-2025,36.5,63.2,6,92.4,89,4.2,67,90,89,84.6,100,22,83,72,76.7,15,Follow-up,63.3,Yes,20,0,0,1,45,44.5,50
HR25F1331,Sonipat,Sonipat-DH,Juan,01-11-2025,75.5,84,4,41.5,91,4.3,37,100,78,37.8,99,12,79,76,69.3,13.5,New,44.7,No,33,3,2,1,24,61.1,65
HR25F1332,Sonipat,Sonipat-DH,Mundlana,01-11-2025,41,54.7,4,78.4,83,6.6,75,100,99,83.3,100,27,90,80,78.5,16,Follow-up,68.7,No,41,3,1,2,40,18.5,81.3
HR25F1333,Sonipat,Sonipat-DH,Firozepur‑bangar,01-11-2025,68,81.6,1,40.2,87,6.6,31,98,95,79.4,85,8,99,60,93.2,11.5,New,72.7,No,10,2,0,2,20,74.1,90
HR25F1334,Sonipat,Sonipat-DH,Purkhas,01-11-2025,62,49.8,14,42.7,94,5.6,69,80,88,57.3,87,14,91,82,87.7,16,Online,90,No,56,1,1,4,18,19.7,82.5
HR25F1335,Sonipat,Sonipat-DH,Bhainswal‑kalan,01-11-2025,78.5,54.7,8,38.9,88,6.9,83,89,99,37.8,91,13,82,79,65.7,12,New,40.7,Yes,54,4,1,4,67,25.6,42.5
HR25F1336,Yamunanagar,Yamunanagar-DH,Naharpur,01-11-2025,62,48.6,10,59.3,83,4.2,68,82,97,35.2,98,5,77,95,63.8,15,New,83.3,No,58,0,1,2,25,58.7,82.5
HR25F1337,Yamunanagar,Yamunanagar-DH,Saraswatinagar,01-11-2025,92,85.2,1,56.7,77,5.3,78,83,74,80.7,97,13,79,94,54.7,11,Follow-up,83.3,No,48,2,2,2,21,17.4,56.3
HR25F1338,Yamunanagar,Yamunanagar-DH,Sadhaura,01-11-2025,95,73,12,33.8,88,8.1,74,97,80,49.5,92,7,98,66,43.7,11.5,Telemedicine,44.7,Yes,49,2,0,4,46,77.6,75
HR25F1339,Yamunanagar,Yamunanagar-DH,Chhachhrauli,01-11-2025,80,48.6,8,58,91,5.9,58,96,94,76.8,99,29,93,85,52.8,14,Online,39.3,Yes,38,0,1,0,77,71.7,77.5
HR25F1340,Yamunanagar,Yamunanagar-DH,Bilaspur,01-11-2025,48.5,52.2,6,31.3,87,6.0,39,95,73,36.5,91,6,96,81,93.2,13.5,Online,48.7,Yes,24,3,2,1,26,67,48.8
HR25F1341,Yamunanagar,Yamunanagar-DH,Khizrabad,01-11-2025,60.5,60.8,11,92.4,84,9.0,87,93,96,45.6,99,21,96,82,80.3,15.5,New,64.7,Yes,13,3,1,3,43,55.2,62.5
HR25F1342,Yamunanagar,Yamunanagar-DH,Akbarpur,01-11-2025,78.5,40,11,86,90,3.8,49,82,76,65.1,97,29,85,68,45.5,16,Online,39.3,No,27,4,0,2,20,24.5,78.8
HR25F1343,Ambala,Ambala-DH,Mullana,01-12-2025,39.5,71.8,0,92.4,74,6.9,39,82,84,59.9,90,18,76,77,58.3,14,Online,82,No,48,2,3,4,67,23.3,75
HR25F1344,Ambala,Ambala-DH,Chaurmastpur,01-12-2025,65,75.4,5,79.6,93,8.1,49,93,89,35.2,96,20,84,88,69.3,15,Telemedicine,50,No,14,3,1,2,81,62.3,40
HR25F1345,Ambala,Ambala-DH,Shahzadpur,01-12-2025,44,49.8,3,68.2,84,5.4,60,97,97,52.1,99,20,85,83,47.3,19,New,62,No,19,3,2,0,55,45.7,43.8
HR25F1346,Ambala,Ambala-DH,Brara,01-12-2025,92,79.1,10,91.1,97,7.0,74,81,80,56,89,11,78,64,41.8,10.5,Telemedicine,88.7,No,35,4,1,2,37,20.9,88.8
HR25F1347,Ambala,Ambala-DH,Ambli,01-12-2025,84.5,73,13,35.1,92,4.4,34,80,91,91.1,88,24,89,70,65.7,13,Follow-up,55.3,Yes,18,4,3,4,68,54,50
HR25F1348,Bhiwani,Bhiwani-DH,Kairu,01-12-2025,59,69.3,3,70.7,94,4.8,74,98,72,70.3,100,9,95,70,54.7,10,Follow-up,50,Yes,40,1,2,1,66,31.5,45
HR25F1349,Bhiwani,Bhiwani-DH,Manheru,01-12-2025,86,59.6,1,79.6,87,6.4,49,96,76,57.3,86,25,87,92,73,11,Follow-up,42,Yes,53,5,2,1,52,80,87.5
HR25F1350,Bhiwani,Bhiwani-DH,Jamalpur,01-12-2025,48.5,66.9,0,86,83,6.9,56,86,74,79.4,90,5,75,95,41.8,12,Follow-up,60.7,Yes,25,0,2,2,69,48.1,80
HR25F1351,Bhiwani,Bhiwani-DH,Dhanana,01-12-2025,68,53.4,1,30,72,7.3,81,91,73,80.7,99,14,88,66,49.2,11,Follow-up,48.7,No,53,4,3,3,47,51.6,41.3
HR25F1352,Bhiwani,Bhiwani-DH,Miran,01-12-2025,69.5,82.8,1,61.8,85,8.0,46,92,90,44.3,100,28,92,68,93.2,17,New,58,No,24,0,0,2,88,33.9,47.5
HR25F1353,Charkhi Dadri,Charkhi Dadri-DH,Gopi,01-12-2025,48.5,53.4,12,40.2,94,5.7,77,86,76,89.8,91,21,87,91,65.7,17,Online,72.7,No,51,5,3,0,72,29.2,51.3
HR25F1354,Charkhi Dadri,Charkhi Dadri-DH,Bondkalan,01-12-2025,80,69.3,3,91.1,84,7.5,50,91,100,82,90,11,95,83,52.8,11.5,Follow-up,40.7,Yes,54,5,0,4,39,32.7,63.8
HR25F1355,Charkhi Dadri,Charkhi Dadri-DH,Jhojukalan,01-12-2025,42.5,64.4,9,74.5,79,5.3,31,84,85,92.4,93,18,75,72,49.2,10.5,Follow-up,88.7,Yes,42,5,0,4,40,67,42.5
HR25F1356,Faridabad,ESIC Medical College,Kurali,01-12-2025,39.5,93.8,11,56.7,86,7.1,48,92,94,84.6,90,20,98,68,65.7,13,New,74,No,47,0,1,2,51,51.6,85
HR25F1357,Faridabad,ESIC Medical College,Pali,01-12-2025,42.5,73,4,75.8,85,6.1,46,80,74,40.4,92,24,88,91,58.3,13,Telemedicine,71.3,No,14,0,2,3,44,37.5,88.8
HR25F1358,Faridabad,ESIC Medical College,Tigaon Kheri,01-12-2025,65,79.1,5,97.5,81,6.4,32,95,91,67.7,97,27,97,68,52.8,14.5,Follow-up,31.3,No,15,3,0,4,48,35.1,75
HR25F1359,Faridabad,ESIC Medical College,Kalan,01-12-2025,83,90.1,0,51.6,84,6.4,52,100,81,87.2,93,16,97,83,49.2,17.5,New,70,No,53,3,3,1,43,75.3,40
HR25F1360,Fatehabad,Fatehabad-DH,Bhattukalan,01-12-2025,68,69.3,4,32.5,75,3.6,34,88,85,83.3,100,27,92,94,49.2,18.5,Online,75.3,Yes,28,4,0,0,88,77.6,57.5
HR25F1361,Fatehabad,Fatehabad-DH,Bhuna,01-12-2025,65,95,3,32.5,97,4.3,67,89,84,35.2,86,21,78,61,69.3,15,New,52.7,No,21,4,3,2,63,16.2,80
HR25F1362,Fatehabad,Fatehabad-DH,Jakhal,01-12-2025,42.5,46.1,5,83.5,98,5.9,77,92,78,88.5,99,5,92,68,51,10.5,New,32.7,No,49,5,0,3,60,77.6,53.8
HR25F1363,Fatehabad,Fatehabad-DH,Badopal,01-12-2025,35,46.1,6,40.2,100,3.4,70,94,96,40.4,100,13,98,92,63.8,20,Follow-up,68.7,Yes,25,3,0,1,57,42.2,66.3
HR25F1364,Fatehabad,Fatehabad-DH,Bothankalan,01-12-2025,38,74.2,13,60.5,100,7.0,50,83,86,46.9,92,28,92,92,71.2,15,Follow-up,58,No,44,0,0,0,35,48.1,77.5
HR25F1365,Gurgaon,Gurgaon-DH,Farukhnagar,01-12-2025,57.5,70.6,4,31.3,92,7.0,83,92,88,58.6,90,15,84,71,51,16,New,90,Yes,15,2,2,2,60,69.4,61.3
HR25F1366,Gurgaon,Gurgaon-DH,Bhora,01-12-2025,51.5,74.2,3,46.5,91,6.3,87,82,83,88.5,95,10,96,63,85.8,10.5,New,86,No,19,4,1,2,77,78.8,56.3
HR25F1367,Gurgaon,Gurgaon-DH,Kalan,01-12-2025,66.5,80.3,14,89.8,94,4.3,71,91,87,65.1,87,27,98,86,43.7,14.5,Telemedicine,38,Yes,56,5,3,0,54,28,71.3
HR25F1368,Gurgaon,Gurgaon-DH,Ghangola,01-12-2025,72.5,71.8,1,52.9,96,7.8,89,91,82,36.5,90,29,75,67,51,11.5,New,76.7,No,26,3,1,0,28,20.9,45
HR25F1369,Hisar,Maharaja Agrasen Medical College,Siswal,01-12-2025,60.5,58.3,13,86,96,8.7,67,94,83,69,93,25,88,74,41.8,11.5,New,51.3,No,45,0,0,1,69,41,48.8
HR25F1370,Hisar,Maharaja Agrasen Medical College,Mangali,01-12-2025,71,81.6,13,54.2,86,6.0,43,90,86,45.6,87,23,76,90,85.8,13,Telemedicine,46,No,28,5,2,0,36,33.9,90
HR25F1371,Hisar,Maharaja Agrasen Medical College,Aryanagar,01-12-2025,90.5,53.4,10,66.9,73,6.5,58,83,72,39.1,98,21,78,84,54.7,16,New,46,Yes,17,0,1,4,45,65.8,56.3
HR25F1372,Hisar,Maharaja Agrasen Medical College,Uklana,01-12-2025,86,46.1,2,60.5,94,6.1,84,98,80,41.7,96,15,90,79,74.8,19.5,Follow-up,68.7,No,18,0,2,0,90,29.2,70
HR25F1373,Hisar,Maharaja Agrasen Medical College,Mirchpur,01-12-2025,38,53.4,0,54.2,70,6.6,32,93,76,67.7,89,30,90,67,85.8,15.5,New,42,No,47,0,0,3,41,58.7,42.5
HR25F1374,Hisar,Maharaja Agrasen Medical College,SisaiBola,01-12-2025,83,64.4,2,94.9,90,5.7,35,83,90,80.7,90,9,79,62,69.3,13,Follow-up,90,Yes,53,3,2,0,61,35.1,61.3
HR25F1375,Hisar,Maharaja Agrasen Medical College,Khanda,01-12-2025,59,81.6,1,68.2,79,5.7,30,80,75,45.6,85,9,76,72,62,18,New,47.3,Yes,15,2,1,3,15,68.2,45
HR25F1376,Hisar,Maharaja Agrasen Medical College,Kheri,01-12-2025,77,71.8,1,51.6,92,7.1,51,92,85,63.8,99,25,100,79,71.2,19,Telemedicine,34,No,17,5,2,3,27,51.6,61.3
HR25F1377,Hisar,Maharaja Agrasen Medical College,Sorkhi,01-12-2025,87.5,55.9,5,97.5,85,9.1,71,82,74,56,91,20,77,68,93.2,17,Follow-up,50,Yes,58,4,1,4,55,45.7,80
HR25F1378,Jhajjar,Jhajjar-DH,Dighal,01-12-2025,63.5,49.8,2,64.4,72,3.8,81,83,73,50.8,86,7,79,92,67.5,14.5,Follow-up,43.3,No,40,4,2,3,52,78.8,85
HR25F1379,Jhajjar,Jhajjar-DH,Dhakla,01-12-2025,95,69.3,2,49.1,87,5.7,87,83,90,48.2,89,22,76,70,67.5,13,Telemedicine,84.7,Yes,19,1,0,0,76,15,80
HR25F1380,Jhajjar,Jhajjar-DH,Jamalpur,01-12-2025,92,91.3,0,68.2,85,4.1,71,99,81,56,96,22,82,67,73,10,Telemedicine,75.3,Yes,24,2,2,1,38,71.7,46.3
HR25F1381,Jhajjar,Jhajjar-DH,Dubaldhan,01-12-2025,57.5,52.2,6,33.8,75,8.0,88,97,77,44.3,89,25,76,64,40,19.5,New,72.7,Yes,55,4,2,4,13,48.1,86.3
HR25F1382,Jhajjar,Jhajjar-DH,Badli,01-12-2025,36.5,84,15,35.1,92,5.0,46,83,85,74.2,89,15,86,78,67.5,14.5,Online,70,No,39,3,2,0,82,24.5,76.3
HR25F1383,Jhajjar,Jhajjar-DH,Charra,01-12-2025,36.5,88.9,14,36.4,86,3.8,37,96,86,70.3,97,30,95,72,78.5,13.5,New,54,Yes,47,0,1,1,81,77.6,50
HR25F1384,Jind,Jind-DH,Jullana,01-12-2025,39.5,65.7,3,72,83,6.7,31,85,71,93.7,98,19,78,78,74.8,17,Follow-up,67.3,No,53,0,3,1,80,31.5,48.8
HR25F1385,Jind,Jind-DH,Kalwa,01-12-2025,68,40,7,89.8,80,8.3,89,90,91,49.5,96,17,87,66,56.5,15.5,New,84.7,No,12,2,0,4,33,16.2,41.3
HR25F1386,Jind,Jind-DH,Kharakramji,01-12-2025,81.5,85.2,9,52.9,70,6.7,66,91,91,44.3,97,25,88,78,76.7,10.5,Follow-up,52.7,Yes,27,1,3,1,68,68.2,67.5
HR25F1387,Jind,Jind-DH,Ujhana,01-12-2025,63.5,73,4,88.5,84,6.1,47,95,96,33.9,97,28,80,60,89.5,14.5,New,86,No,32,4,0,0,54,51.6,81.3
HR25F1388,Jind,Jind-DH,Kandela,01-12-2025,80,71.8,2,86,71,6.4,53,92,89,88.5,92,5,93,70,52.8,14.5,Follow-up,48.7,Yes,50,1,0,2,86,68.2,62.5
HR25F1389,Jind,Jind-DH,Muana,01-12-2025,81.5,40,5,77.1,79,7.8,59,92,95,46.9,88,18,90,75,65.7,16,Follow-up,34,No,35,3,0,0,74,45.7,55
HR25F1390,Jind,Jind-DH,Alewa,01-12-2025,68,73,9,64.4,75,4.6,60,81,92,75.5,87,21,99,95,80.3,17.5,New,63.3,Yes,24,3,0,0,71,22.1,47.5
HR25F1391,Kaithal,Kaithal-DH,Kaul,01-12-2025,65,88.9,4,31.3,81,5.7,54,88,94,95,86,15,96,89,78.5,13,Follow-up,50,No,11,3,2,4,75,38.6,70
HR25F1392,Kaithal,Kaithal-DH,Siwan,01-12-2025,84.5,62,6,73.3,99,5.2,88,91,80,46.9,91,12,96,65,52.8,15,Telemedicine,52.7,Yes,19,2,1,2,55,50.5,88.8
HR25F1393,Kaithal,Kaithal-DH,Rajaund,01-12-2025,83,82.8,6,36.4,99,4.2,65,81,80,72.9,86,11,79,79,74.8,17.5,Online,63.3,Yes,12,5,0,3,49,63.5,88.8
HR25F1394,Kaithal,Kaithal-DH,Pundri,01-12-2025,62,84,10,84.7,75,5.3,90,90,79,91.1,89,6,83,63,87.7,14,Follow-up,30,Yes,22,3,2,2,36,65.8,43.8
HR25F1395,Karnal,Kalpana Chawala Medical College,Taraori,01-12-2025,51.5,59.6,8,54.2,94,7.3,73,81,92,56,87,30,90,95,73,12.5,Telemedicine,72.7,Yes,24,0,2,3,34,58.7,85
HR25F1396,Karnal,Kalpana Chawala Medical College,Gharunda,01-12-2025,89,43.7,10,100,73,6.6,35,96,89,71.6,95,26,83,89,63.8,12.5,Follow-up,31.3,Yes,43,2,3,1,26,42.2,58.8
HR25F1397,Karnal,Kalpana Chawala Medical College,Nissing,01-12-2025,54.5,59.6,8,46.5,79,6.7,40,97,90,43,96,22,96,71,58.3,12.5,New,75.3,Yes,42,1,2,0,22,38.6,52.5
HR25F1398,Karnal,Kalpana Chawala Medical College,Kunjpura,01-12-2025,54.5,49.8,4,87.3,83,6.0,74,92,88,35.2,94,16,79,76,52.8,18.5,Follow-up,35.3,Yes,27,3,1,2,31,78.8,43.8
HR25F1399,Karnal,Kalpana Chawala Medical College,Ballah,01-12-2025,90.5,60.8,9,42.7,80,6.5,50,100,75,75.5,93,30,91,74,58.3,10.5,New,79.3,No,46,2,3,0,25,20.9,40
HR25F1400,Karnal,Kalpana Chawala Medical College,Nigdu,01-12-2025,78.5,48.6,9,40.2,76,4.7,83,84,99,71.6,98,29,96,74,45.5,19.5,Online,48.7,No,49,4,3,2,22,36.3,67.5
HR25F1401,Karnal,Kalpana Chawala Medical College,Sambhli,01-12-2025,78.5,60.8,3,58,77,5.4,73,97,78,87.2,89,23,77,83,74.8,18.5,Telemedicine,51.3,Yes,32,4,3,2,12,30.4,55
HR25F1402,Karnal,Kalpana Chawala Medical College,Padha,01-12-2025,47,47.3,4,84.7,71,6.1,66,81,99,93.7,91,9,99,94,80.3,10,New,72.7,No,50,5,2,1,74,22.1,41.3
HR25F1403,Kurukshetra,Kurukshetra-DH,Pehowa,01-12-2025,92,86.4,14,60.5,95,6.2,32,90,85,69,96,19,96,79,89.5,12,Follow-up,56.7,No,32,0,2,2,56,41,66.3
HR25F1404,Kurukshetra,Kurukshetra-DH,Ladwa,01-12-2025,63.5,71.8,9,89.8,90,6.2,75,88,96,53.4,93,26,77,66,56.5,11.5,Follow-up,39.3,Yes,18,0,2,1,46,61.1,48.8
